Algorithm,Start Station,End Station,Time,Expanded Notes,Path,Distance
bellman_ford,Parsons Green,St. Paul's,0.3480231761932373,497,Parsons Green -> Fulham Broadway -> West Brompton -> Earl's Court -> Gloucester Road -> South Kensington -> Knightsbridge -> Hyde Park Corner -> Green Park -> Piccadilly Circus -> Leicester Square -> Covent Garden -> Holborn -> Chancery Lane -> St. Paul's,10.010446389274502 km
spfa,Parsons Green,St. Paul's,0.0018188953399658203,399,Parsons Green -> Fulham Broadway -> West Brompton -> Earl's Court -> Gloucester Road -> South Kensington -> Knightsbridge -> Hyde Park Corner -> Green Park -> Piccadilly Circus -> Leicester Square -> Covent Garden -> Holborn -> Chancery Lane -> St. Paul's,10.010446389274502 km
ucs,Parsons Green,St. Paul's,0.0009458065032958984,115,Parsons Green -> Fulham Broadway -> West Brompton -> Earl's Court -> Gloucester Road -> South Kensington -> Knightsbridge -> Hyde Park Corner -> Green Park -> Piccadilly Circus -> Leicester Square -> Covent Garden -> Holborn -> Chancery Lane -> St. Paul's,10.010446389274502 km
astar,Sloane Square,Deptford Bridge,0.0008831024169921875,77,Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge,14.020011902026738 km
dijkstra,Sloane Square,Deptford Bridge,0.0017507076263427734,205,Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge,14.020011902026738 km
bellman_ford,Sloane Square,Deptford Bridge,0.35170578956604004,469,Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge,14.020011902026738 km
spfa,Sloane Square,Deptford Bridge,0.0017583370208740234,385,Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge,14.020011902026738 km
ucs,Sloane Square,Deptford Bridge,0.0017938613891601562,217,Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge,14.020011902026738 km
astar,Oxford Circus,Elverson Road,0.0010485649108886719,90,Oxford Circus -> Tottenham Court Road -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Shadwell -> Limehouse -> Westferry -> West India Quay -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge -> Elverson Road,13.52164282738014 km
dijkstra,Oxford Circus,Elverson Road,0.001913309097290039,215,Oxford Circus -> Tottenham Court Road -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Shadwell -> Limehouse -> Westferry -> West India Quay -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge -> Elverson Road,13.52164282738014 km
bellman_ford,Oxford Circus,Elverson Road,0.34662675857543945,636,Oxford Circus -> Tottenham Court Road -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Shadwell -> Limehouse -> Westferry -> West India Quay -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge -> Elverson Road,13.52164282738014 km
spfa,Oxford Circus,Elverson Road,0.002143383026123047,487,Oxford Circus -> Tottenham Court Road -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Shadwell -> Limehouse -> Westferry -> West India Quay -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge -> Elverson Road,13.52164282738014 km
ucs,Oxford Circus,Elverson Road,0.0018987655639648438,230,Oxford Circus -> Tottenham Court Road -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Shadwell -> Limehouse -> Westferry -> West India Quay -> Canary Wharf -> Heron Quays -> South Quay -> Crossharbour & London Arena -> Mudchute -> Island Gardens -> Cutty Sark -> Greenwich -> Deptford Bridge -> Elverson Road,13.52164282738014 km
astar,Paddington,Tooting Bec,0.0006716251373291016,55,Paddington -> Edgware Road (B) -> Marylebone -> Baker Street -> Bond Street -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,12.960971303109869 km
dijkstra,Paddington,Tooting Bec,0.0016930103302001953,193,Paddington -> Edgware Road (B) -> Marylebone -> Baker Street -> Bond Street -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,12.960971303109869 km
bellman_ford,Paddington,Tooting Bec,0.3396432399749756,576,Paddington -> Edgware Road (B) -> Marylebone -> Baker Street -> Bond Street -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,12.960971303109869 km
spfa,Paddington,Tooting Bec,0.0018794536590576172,434,Paddington -> Edgware Road (B) -> Marylebone -> Baker Street -> Bond Street -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,12.960971303109869 km
ucs,Paddington,Tooting Bec,0.0017499923706054688,208,Paddington -> Edgware Road (B) -> Marylebone -> Baker Street -> Bond Street -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,12.960971303109869 km
astar,Gloucester Road,Snaresbrook,0.0009529590606689453,75,Gloucester Road -> South Kensington -> Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook,19.10620897759669 km
dijkstra,Gloucester Road,Snaresbrook,0.002186298370361328,254,Gloucester Road -> South Kensington -> Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook,19.10620897759669 km
bellman_ford,Gloucester Road,Snaresbrook,0.34376049041748047,487,Gloucester Road -> South Kensington -> Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook,19.10620897759669 km
spfa,Gloucester Road,Snaresbrook,0.0018544197082519531,418,Gloucester Road -> South Kensington -> Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook,19.10620897759669 km
ucs,Gloucester Road,Snaresbrook,0.0022301673889160156,267,Gloucester Road -> South Kensington -> Sloane Square -> Victoria -> St. James's Park -> Westminster -> Waterloo -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook,19.10620897759669 km
astar,Clapham North,Hounslow West,0.0005781650543212891,48,Clapham North -> Stockwell -> Vauxhall -> Pimlico -> Victoria -> Sloane Square -> South Kensington -> Gloucester Road -> Earl's Court -> Barons Court -> Hammersmith -> Turnham Green -> Acton Town -> South Ealing -> Northfields -> Boston Manor -> Osterley -> Hounslow East -> Hounslow Central -> Hounslow West,22.85090880089519 km
dijkstra,Clapham North,Hounslow West,0.002209186553955078,262,Clapham North -> Stockwell -> Vauxhall -> Pimlico -> Victoria -> Sloane Square -> South Kensington -> Gloucester Road -> Earl's Court -> Barons Court -> Hammersmith -> Turnham Green -> Acton Town -> South Ealing -> Northfields -> Boston Manor -> Osterley -> Hounslow East -> Hounslow Central -> Hounslow West,22.85090880089519 km
bellman_ford,Clapham North,Hounslow West,0.35211658477783203,623,Clapham North -> Stockwell -> Vauxhall -> Pimlico -> Victoria -> Sloane Square -> South Kensington -> Gloucester Road -> Earl's Court -> Barons Court -> Hammersmith -> Turnham Green -> Acton Town -> South Ealing -> Northfields -> Boston Manor -> Osterley -> Hounslow East -> Hounslow Central -> Hounslow West,22.85090880089519 km
spfa,Clapham North,Hounslow West,0.0019116401672363281,440,Clapham North -> Stockwell -> Vauxhall -> Pimlico -> Victoria -> Sloane Square -> South Kensington -> Gloucester Road -> Earl's Court -> Barons Court -> Hammersmith -> Turnham Green -> Acton Town -> South Ealing -> Northfields -> Boston Manor -> Osterley -> Hounslow East -> Hounslow Central -> Hounslow West,22.85090880089519 km
ucs,Clapham North,Hounslow West,0.002267122268676758,273,Clapham North -> Stockwell -> Vauxhall -> Pimlico -> Victoria -> Sloane Square -> South Kensington -> Gloucester Road -> Earl's Court -> Barons Court -> Hammersmith -> Turnham Green -> Acton Town -> South Ealing -> Northfields -> Boston Manor -> Osterley -> Hounslow East -> Hounslow Central -> Hounslow West,22.85090880089519 km
astar,Beckton,Euston Square,0.0006377696990966797,48,Beckton -> Gallions Reach -> Cyprus -> Beckton Park -> Royal Albert -> Prince Regent -> Custom House -> Royal Victoria -> Canning Town -> East India -> Blackwall -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston Square,17.1165854205558 km
dijkstra,Beckton,Euston Square,0.0010881423950195312,116,Beckton -> Gallions Reach -> Cyprus -> Beckton Park -> Royal Albert -> Prince Regent -> Custom House -> Royal Victoria -> Canning Town -> East India -> Blackwall -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston Square,17.1165854205558 km
bellman_ford,Beckton,Euston Square,0.33706092834472656,636,Beckton -> Gallions Reach -> Cyprus -> Beckton Park -> Royal Albert -> Prince Regent -> Custom House -> Royal Victoria -> Canning Town -> East India -> Blackwall -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston Square,17.1165854205558 km
spfa,Beckton,Euston Square,0.002040386199951172,455,Beckton -> Gallions Reach -> Cyprus -> Beckton Park -> Royal Albert -> Prince Regent -> Custom House -> Royal Victoria -> Canning Town -> East India -> Blackwall -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston Square,17.1165854205558 km
ucs,Beckton,Euston Square,0.0010814666748046875,130,Beckton -> Gallions Reach -> Cyprus -> Beckton Park -> Royal Albert -> Prince Regent -> Custom House -> Royal Victoria -> Canning Town -> East India -> Blackwall -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston Square,17.1165854205558 km
astar,Kilburn,New Cross Gate,0.0007147789001464844,55,Kilburn -> West Hampstead -> Finchley Road -> Baker Street -> Bond Street -> Oxford Circus -> Piccadilly Circus -> Charing Cross -> Embankment -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Surrey Quays -> New Cross Gate,16.05862848671727 km
dijkstra,Kilburn,New Cross Gate,0.0016973018646240234,189,Kilburn -> West Hampstead -> Finchley Road -> Baker Street -> Bond Street -> Oxford Circus -> Piccadilly Circus -> Charing Cross -> Embankment -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Surrey Quays -> New Cross Gate,16.05862848671727 km
bellman_ford,Kilburn,New Cross Gate,0.348987340927124,674,Kilburn -> West Hampstead -> Finchley Road -> Baker Street -> Bond Street -> Oxford Circus -> Piccadilly Circus -> Charing Cross -> Embankment -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Surrey Quays -> New Cross Gate,16.05862848671727 km
spfa,Kilburn,New Cross Gate,0.0019576549530029297,431,Kilburn -> West Hampstead -> Finchley Road -> Baker Street -> Bond Street -> Oxford Circus -> Piccadilly Circus -> Charing Cross -> Embankment -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Surrey Quays -> New Cross Gate,16.05862848671727 km
ucs,Kilburn,New Cross Gate,0.0017647743225097656,209,Kilburn -> West Hampstead -> Finchley Road -> Baker Street -> Bond Street -> Oxford Circus -> Piccadilly Circus -> Charing Cross -> Embankment -> Waterloo -> Southwark -> London Bridge -> Bermondsey -> Canada Water -> Surrey Quays -> New Cross Gate,16.05862848671727 km
astar,Hammersmith,Ruislip Gardens,0.0005102157592773438,47,Hammersmith -> Turnham Green -> Acton Town -> Ealing Common -> Ealing Broadway -> West Acton -> North Acton -> Hanger Lane -> Perivale -> Greenford -> Northolt -> South Ruislip -> Ruislip Gardens,20.373223337119036 km
dijkstra,Hammersmith,Ruislip Gardens,0.002104043960571289,249,Hammersmith -> Turnham Green -> Acton Town -> Ealing Common -> Ealing Broadway -> West Acton -> North Acton -> Hanger Lane -> Perivale -> Greenford -> Northolt -> South Ruislip -> Ruislip Gardens,20.373223337119036 km
bellman_ford,Hammersmith,Ruislip Gardens,0.3380849361419678,484,Hammersmith -> Turnham Green -> Acton Town -> Ealing Common -> Ealing Broadway -> West Acton -> North Acton -> Hanger Lane -> Perivale -> Greenford -> Northolt -> South Ruislip -> Ruislip Gardens,20.373223337119036 km
spfa,Hammersmith,Ruislip Gardens,0.0017085075378417969,386,Hammersmith -> Turnham Green -> Acton Town -> Ealing Common -> Ealing Broadway -> West Acton -> North Acton -> Hanger Lane -> Perivale -> Greenford -> Northolt -> South Ruislip -> Ruislip Gardens,20.373223337119036 km
ucs,Hammersmith,Ruislip Gardens,0.002153635025024414,260,Hammersmith -> Turnham Green -> Acton Town -> Ealing Common -> Ealing Broadway -> West Acton -> North Acton -> Hanger Lane -> Perivale -> Greenford -> Northolt -> South Ruislip -> Ruislip Gardens,20.373223337119036 km
astar,Rayners Lane,Chalfont & Latimer,0.00022292137145996094,17,Rayners Lane -> West Harrow -> Harrow-on-the-Hill -> North Harrow -> Pinner -> Northwood Hills -> Northwood -> Moor Park -> Rickmansworth -> Chorleywood -> Chalfont & Latimer,21.62494682184248 km
dijkstra,Rayners Lane,Chalfont & Latimer,0.0011739730834960938,133,Rayners Lane -> West Harrow -> Harrow-on-the-Hill -> North Harrow -> Pinner -> Northwood Hills -> Northwood -> Moor Park -> Rickmansworth -> Chorleywood -> Chalfont & Latimer,21.62494682184248 km
bellman_ford,Rayners Lane,Chalfont & Latimer,0.34679102897644043,599,Rayners Lane -> West Harrow -> Harrow-on-the-Hill -> North Harrow -> Pinner -> Northwood Hills -> Northwood -> Moor Park -> Rickmansworth -> Chorleywood -> Chalfont & Latimer,21.62494682184248 km
spfa,Rayners Lane,Chalfont & Latimer,0.0019283294677734375,440,Rayners Lane -> West Harrow -> Harrow-on-the-Hill -> North Harrow -> Pinner -> Northwood Hills -> Northwood -> Moor Park -> Rickmansworth -> Chorleywood -> Chalfont & Latimer,21.62494682184248 km
ucs,Rayners Lane,Chalfont & Latimer,0.0012061595916748047,148,Rayners Lane -> West Harrow -> Harrow-on-the-Hill -> North Harrow -> Pinner -> Northwood Hills -> Northwood -> Moor Park -> Rickmansworth -> Chorleywood -> Chalfont & Latimer,21.62494682184248 km
astar,Edgware,Knightsbridge,0.0002772808074951172,19,Edgware -> Burnt Oak -> Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Hyde Park Corner -> Knightsbridge,17.89032934904689 km
dijkstra,Edgware,Knightsbridge,0.0005614757537841797,53,Edgware -> Burnt Oak -> Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Hyde Park Corner -> Knightsbridge,17.89032934904689 km
bellman_ford,Edgware,Knightsbridge,0.35503172874450684,576,Edgware -> Burnt Oak -> Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Hyde Park Corner -> Knightsbridge,17.89032934904689 km
spfa,Edgware,Knightsbridge,0.0017557144165039062,399,Edgware -> Burnt Oak -> Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Hyde Park Corner -> Knightsbridge,17.89032934904689 km
ucs,Edgware,Knightsbridge,0.0005707740783691406,71,Edgware -> Burnt Oak -> Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Hyde Park Corner -> Knightsbridge,17.89032934904689 km
astar,Covent Garden,Loughton,0.0009162425994873047,74,Covent Garden -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook -> South Woodford -> Woodford -> Buckhurst Hill -> Loughton,22.003564783044922 km
dijkstra,Covent Garden,Loughton,0.002382516860961914,285,Covent Garden -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook -> South Woodford -> Woodford -> Buckhurst Hill -> Loughton,22.003564783044922 km
bellman_ford,Covent Garden,Loughton,0.3407104015350342,541,Covent Garden -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook -> South Woodford -> Woodford -> Buckhurst Hill -> Loughton,22.003564783044922 km
spfa,Covent Garden,Loughton,0.001735687255859375,397,Covent Garden -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook -> South Woodford -> Woodford -> Buckhurst Hill -> Loughton,22.003564783044922 km
ucs,Covent Garden,Loughton,0.002420663833618164,291,Covent Garden -> Holborn -> Chancery Lane -> St. Paul's -> Bank -> Liverpool Street -> Aldgate East -> Whitechapel -> Stepney Green -> Mile End -> Stratford -> Leyton -> Leytonstone -> Snaresbrook -> South Woodford -> Woodford -> Buckhurst Hill -> Loughton,22.003564783044922 km
astar,Colindale,Tooting Bec,0.00063323974609375,49,Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,23.17320904640904 km
dijkstra,Colindale,Tooting Bec,0.0016870498657226562,190,Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,23.17320904640904 km
bellman_ford,Colindale,Tooting Bec,0.35230159759521484,576,Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,23.17320904640904 km
spfa,Colindale,Tooting Bec,0.0016896724700927734,393,Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,23.17320904640904 km
ucs,Colindale,Tooting Bec,0.0017209053039550781,203,Colindale -> Hendon Central -> Brent Cross -> Golders Green -> Hampstead -> Belsize Park -> Chalk Farm -> Camden Town -> Euston -> Warren Street -> Oxford Circus -> Green Park -> Victoria -> Pimlico -> Vauxhall -> Stockwell -> Clapham North -> Clapham Common -> Clapham South -> Balham -> Tooting Bec,23.17320904640904 km
astar,All Saints,Southgate,0.0010380744934082031,92,All Saints -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Caledonian Road -> Holloway Road -> Arsenal -> Finsbury Park -> Manor House -> Turnpike Lane -> Wood Green -> Bounds Green -> Arnos Grove -> Southgate,21.673028257915497 km
dijkstra,All Saints,Southgate,0.0020940303802490234,250,All Saints -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Caledonian Road -> Holloway Road -> Arsenal -> Finsbury Park -> Manor House -> Turnpike Lane -> Wood Green -> Bounds Green -> Arnos Grove -> Southgate,21.673028257915497 km
bellman_ford,All Saints,Southgate,0.33232808113098145,593,All Saints -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Caledonian Road -> Holloway Road -> Arsenal -> Finsbury Park -> Manor House -> Turnpike Lane -> Wood Green -> Bounds Green -> Arnos Grove -> Southgate,21.673028257915497 km
spfa,All Saints,Southgate,0.0018775463104248047,423,All Saints -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Caledonian Road -> Holloway Road -> Arsenal -> Finsbury Park -> Manor House -> Turnpike Lane -> Wood Green -> Bounds Green -> Arnos Grove -> Southgate,21.673028257915497 km
ucs,All Saints,Southgate,0.0021495819091796875,260,All Saints -> Poplar -> Westferry -> Limehouse -> Shadwell -> Bank -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Caledonian Road -> Holloway Road -> Arsenal -> Finsbury Park -> Manor House -> Turnpike Lane -> Wood Green -> Bounds Green -> Arnos Grove -> Southgate,21.673028257915497 km
astar,Seven Sisters,Brixton,0.0005600452423095703,41,Seven Sisters -> Finsbury Park -> Arsenal -> Holloway Road -> Caledonian Road -> King's Cross St. Pancras -> Russell Square -> Holborn -> Covent Garden -> Leicester Square -> Charing Cross -> Embankment -> Waterloo -> Kennington -> Oval -> Stockwell -> Brixton,15.973668369880418 km
dijkstra,Seven Sisters,Brixton,0.00136566162109375,149,Seven Sisters -> Finsbury Park -> Arsenal -> Holloway Road -> Caledonian Road -> King's Cross St. Pancras -> Russell Square -> Holborn -> Covent Garden -> Leicester Square -> Charing Cross -> Embankment -> Waterloo -> Kennington -> Oval -> Stockwell -> Brixton,15.973668369880418 km
bellman_ford,Seven Sisters,Brixton,0.3425781726837158,872,Seven Sisters -> Finsbury Park -> Arsenal -> Holloway Road -> Caledonian Road -> King's Cross St. Pancras -> Russell Square -> Holborn -> Covent Garden -> Leicester Square -> Charing Cross -> Embankment -> Waterloo -> Kennington -> Oval -> Stockwell -> Brixton,15.973668369880418 km
spfa,Seven Sisters,Brixton,0.0029456615447998047,687,Seven Sisters -> Finsbury Park -> Arsenal -> Holloway Road -> Caledonian Road -> King's Cross St. Pancras -> Russell Square -> Holborn -> Covent Garden -> Leicester Square -> Charing Cross -> Embankment -> Waterloo -> Kennington -> Oval -> Stockwell -> Brixton,15.973668369880418 km
ucs,Seven Sisters,Brixton,0.0014002323150634766,166,Seven Sisters -> Finsbury Park -> Arsenal -> Holloway Road -> Caledonian Road -> King's Cross St. Pancras -> Russell Square -> Holborn -> Covent Garden -> Leicester Square -> Charing Cross -> Embankment -> Waterloo -> Kennington -> Oval -> Stockwell -> Brixton,15.973668369880418 km
astar,Fairlop,Waterloo,0.0003070831298828125,22,Fairlop -> Barkingside -> Newbury Park -> Gants Hill -> Redbridge -> Wanstead -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Bank -> Waterloo,20.676479449805672 km
dijkstra,Fairlop,Waterloo,0.0008535385131835938,96,Fairlop -> Barkingside -> Newbury Park -> Gants Hill -> Redbridge -> Wanstead -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Bank -> Waterloo,20.676479449805672 km
bellman_ford,Fairlop,Waterloo,0.35959529876708984,473,Fairlop -> Barkingside -> Newbury Park -> Gants Hill -> Redbridge -> Wanstead -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Bank -> Waterloo,20.676479449805672 km
spfa,Fairlop,Waterloo,0.002878904342651367,658,Fairlop -> Barkingside -> Newbury Park -> Gants Hill -> Redbridge -> Wanstead -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Bank -> Waterloo,20.676479449805672 km
ucs,Fairlop,Waterloo,0.0008511543273925781,105,Fairlop -> Barkingside -> Newbury Park -> Gants Hill -> Redbridge -> Wanstead -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Bank -> Waterloo,20.676479449805672 km
astar,South Woodford,West Finchley,0.0010724067687988281,92,South Woodford -> Snaresbrook -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston -> Camden Town -> Kentish Town -> Tufnell Park -> Archway -> Highgate -> East Finchley -> Finchley Central -> West Finchley,27.77081539182941 km
dijkstra,South Woodford,West Finchley,0.002013683319091797,238,South Woodford -> Snaresbrook -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston -> Camden Town -> Kentish Town -> Tufnell Park -> Archway -> Highgate -> East Finchley -> Finchley Central -> West Finchley,27.77081539182941 km
bellman_ford,South Woodford,West Finchley,0.3472282886505127,473,South Woodford -> Snaresbrook -> Leytonstone -> Leyton -> Stratford -> Mile End -> Stepney Green -> Whitechapel -> Aldgate East -> Liverpool Street -> Moorgate -> Barbican -> Farringdon -> King's Cross St. Pancras -> Euston -> Camden Town -> Kentish Town -> Tufnell Park -> Archway -> Highgate -> East Finchley -> Finchley Central -> West Finchley,27.77081539182941 km
